// 2024/7/17 14:34:43
// ReaderName=SpeedwayR-15-1D-FA, AntennaIDs=1,2,3,4, InventoryMode=DualTarget, ModeIndex=0, Population=32, PowerInDbm=30, Session=0
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2024-07-17T14:47:02.6759600+08:00,000000000000000000000304,,1,-48.5,920.625,SpeedwayR-15-1D-FA,4.104932588381976,
2024-07-17T14:47:02.6785370+08:00,000000000000000000000301,,1,-37.5,920.625,SpeedwayR-15-1D-FA,4.657165672020807,
2024-07-17T14:47:02.6799010+08:00,000000000000000000000302,,1,-37,920.625,SpeedwayR-15-1D-FA,3.098641191528995,
2024-07-17T14:47:02.6809560+08:00,000000000000000000000303,,1,-52.5,920.625,SpeedwayR-15-1D-FA,3.865631585471816,
2024-07-17T14:47:02.6824500+08:00,000000000000000000000305,,1,-47.5,920.625,SpeedwayR-15-1D-FA,4.239922897715912,
2024-07-17T14:47:02.6841910+08:00,000000000000000000000306,,1,-32,920.625,SpeedwayR-15-1D-FA,2.2089323345553233,
2024-07-17T14:47:02.6904930+08:00,000000000000000000000305,,1,-47.5,920.625,SpeedwayR-15-1D-FA,4.221515128261284,
2024-07-17T14:47:02.6920980+08:00,000000000000000000000302,,1,-36.5,920.625,SpeedwayR-15-1D-FA,3.0925052683774528,
2024-07-17T14:47:02.6933960+08:00,000000000000000000000301,,1,-38,920.625,SpeedwayR-15-1D-FA,4.663301595172349,
2024-07-17T14:47:02.6961780+08:00,000000000000000000000306,,1,-32,920.625,SpeedwayR-15-1D-FA,2.227340104009951,
2024-07-17T14:47:02.6980340+08:00,000000000000000000000303,,1,-51.5,920.625,SpeedwayR-15-1D-FA,3.8288160465625602,
2024-07-17T14:47:02.6995930+08:00,000000000000000000000304,,1,-48.5,920.625,SpeedwayR-15-1D-FA,4.080388895775806,
2024-07-17T14:47:02.7362970+08:00,000000000000000000000303,,1,-52.5,920.625,SpeedwayR-15-1D-FA,3.767456815047135,
2024-07-17T14:47:02.7381810+08:00,000000000000000000000301,,1,-37.5,920.625,SpeedwayR-15-1D-FA,4.675573441475434,
2024-07-17T14:47:02.7392670+08:00,000000000000000000000306,,1,-32,920.625,SpeedwayR-15-1D-FA,2.2089323345553233,
2024-07-17T14:47:02.7405800+08:00,000000000000000000000305,,1,-47.5,920.625,SpeedwayR-15-1D-FA,4.264466590322082,
2024-07-17T14:47:02.7444320+08:00,000000000000000000000304,,1,-48.5,920.625,SpeedwayR-15-1D-FA,4.0987966652304335,
2024-07-17T14:47:02.7455140+08:00,000000000000000000000302,,1,-36.5,920.625,SpeedwayR-15-1D-FA,3.098641191528995,
2024-07-17T14:47:02.7529070+08:00,000000000000000000000302,,1,-37,920.625,SpeedwayR-15-1D-FA,3.104777114680538,
2024-07-17T14:47:02.7555030+08:00,000000000000000000000303,,1,-52.5,920.625,SpeedwayR-15-1D-FA,3.8288160465625602,
2024-07-17T14:47:02.7570570+08:00,000000000000000000000304,,1,-48.5,920.625,SpeedwayR-15-1D-FA,4.09266074207889,
2024-07-17T14:47:02.7606240+08:00,000000000000000000000306,,1,-32,920.625,SpeedwayR-15-1D-FA,2.2089323345553233,
2024-07-17T14:47:02.7617360+08:00,000000000000000000000301,,1,-37.5,920.625,SpeedwayR-15-1D-FA,4.669437518323892,
2024-07-17T14:47:02.7632060+08:00,000000000000000000000305,,1,-47.5,920.625,SpeedwayR-15-1D-FA,4.252194744018997,
2024-07-17T14:47:02.7972300+08:00,000000000000000000000302,,1,-37,920.625,SpeedwayR-15-1D-FA,3.098641191528995,
2024-07-17T14:47:02.7985720+08:00,000000000000000000000306,,1,-32,920.625,SpeedwayR-15-1D-FA,2.2150682577068657,
2024-07-17T14:47:02.8007040+08:00,000000000000000000000303,,1,-52,920.625,SpeedwayR-15-1D-FA,3.7981364308048478,
2024-07-17T14:47:02.8017740+08:00,000000000000000000000304,,1,-48.5,920.625,SpeedwayR-15-1D-FA,4.111068511533518,
2024-07-17T14:47:02.8032700+08:00,000000000000000000000301,,1,-38,920.625,SpeedwayR-15-1D-FA,4.6448938257177215,
